LLAVE,MUNICIPIO,T15ymas,EstisiPEA,RECMPEA,EstisiOCU,RECMOCU,EstisiINF,RECMINF,PEA,NO_PEA,OCUPADOS,DESOCUPADOS,FORMALES,INFORMALES
20090,San Andrés Huaxpaltepec,4374.05510848,0.56327123,0.01549721,0.55363480,0.01479399,0.43765026,0.01156259,2463.77938341,1910.27572506,2421.62911414,42.15026927,507.32275488,1914.30635926
20091,San Andrés Huayápam,3921.15669311,0.58170376,0.01541719,0.56530563,0.01478972,0.35624822,0.01783049,2280.95158600,1640.20510711,2216.65197244,64.29961357,819.74689451,1396.90507793
20092,San Andrés Ixtlahuaca,1132.80410753,0.49383350,0.01629096,0.49630790,0.01560610,0.33122439,0.01261834,559.41661234,573.38749520,559.41661234,0.00000000,184.20426344,375.21234890
20093,San Andrés Lagunas,355.50001965,0.43753065,0.01760414,0.45135829,0.01695135,0.50702573,0.01266093,155.54215513,199.95786452,155.54215513,0.00000000,0.00000000,155.54215513
20094,San Andrés Nuxiño,1350.09541939,0.47779355,0.01649781,0.48371253,0.01581422,0.53425612,0.01235390,645.06688596,705.02853342,645.06688596,0.00000000,0.00000000,645.06688596
20095,San Andrés Paxtlán,2847.02722916,0.56988657,0.01582342,0.56015191,0.01513659,0.54693326,0.01204519,1622.48258203,1224.54464713,1594.76773121,27.71485082,37.63384685,1557.13388436
20096,San Andrés Sinaxtla,621.52648406,0.48524302,0.01651066,0.48909536,0.01583189,0.38810922,0.01200230,301.59138850,319.93509556,301.59138850,0.00000000,60.37122795,241.22016055
20097,San Andrés Solaga,1309.57194020,0.42292342,0.01814324,0.43801709,0.01749507,0.45460013,0.01288468,553.84864415,755.72329605,553.84864415,0.00000000,0.00000000,553.84864415
20098,San Andrés Teotilálpam,3211.42180506,0.52521735,0.01581336,0.52301365,0.01511817,0.48276747,0.01176290,1686.69443504,1524.72737002,1679.61743564,7.07699940,129.24744182,1550.36999383
20099,San Andrés Tepetlapa,333.41547672,0.45981960,0.01708980,0.46989167,0.01643172,0.48009978,0.01207222,153.31097112,180.10450560,153.31097112,0.00000000,0.00000000,153.31097112
20100,San Andrés Yaá,468.77920985,0.45270324,0.01736415,0.46049191,0.01669192,0.39717671,0.01338213,212.21786495,256.56134490,212.21786495,0.00000000,26.02967974,186.18818521
20101,San Andrés Zabache,534.35343871,0.47615882,0.01667037,0.47966621,0.01598815,0.52343965,0.01255389,254.43710083,279.91633788,254.43710083,0.00000000,0.00000000,254.43710083
20102,San Andrés Zautla,3495.56875293,0.54883817,0.01559744,0.54023443,0.01489763,0.37090957,0.01178988,1918.50154095,1577.06721198,1888.42659439,30.07494656,591.88668821,1296.53990617
20103,San Antonino Castillo Velasco,4562.21374005,0.55205347,0.01562524,0.54286046,0.01492980,0.39605097,0.01180768,2518.58591550,2043.62782455,2476.64544690,41.94046860,669.77629097,1806.86915593
20104,San Antonino el Alto,1830.20965923,0.55056557,0.01579980,0.54452880,0.01510867,0.52951122,0.01193381,1007.65042804,822.55923120,996.60187860,11.04854944,27.48533353,969.11654507
20105,San Antonino Monte Verde,4750.31117173,0.51876962,0.01600929,0.51836251,0.01532127,0.52993866,0.01208570,2464.31714353,2285.99402820,2462.38323006,1.93391347,0.00000000,2462.38323006
20106,San Antonio Acutla,217.47404551,0.48355391,0.01696591,0.48530229,0.01629415,0.42923787,0.01340709,105.16042569,112.31361982,105.16042569,0.00000000,11.81232979,93.34809589
20107,San Antonio de la Cal,18975.47266585,0.61191341,0.01293991,0.59444583,0.01265045,0.37623035,0.01055848,11611.34616437,7364.12650147,11279.89059036,331.45557401,4140.74192899,7139.14866138
20108,San Antonio Huitepec,2909.63806017,0.46331180,0.01735551,0.47486608,0.01672916,0.49728357,0.01203779,1348.06964052,1561.56841965,1348.06964052,0.00000000,0.00000000,1348.06964052
20109,San Antonio Nanahuatípam,922.43518313,0.56808164,0.01553227,0.55666608,0.01483353,0.44861525,0.01188809,524.01849163,398.41669150,513.48837321,10.53011842,99.66988509,413.81848813
20110,San Antonio Sinicahua,1223.72662086,0.51013375,0.01607217,0.51177330,0.01538396,0.51217154,0.01200558,624.26424669,599.46237417,624.26424669,0.00000000,0.00000000,624.26424669
20111,San Antonio Tepetlapa,3291.52889014,0.53651989,0.01586442,0.53425402,0.01517636,0.45785056,0.01167705,1765.97071855,1525.55817159,1758.51255283,7.45816572,251.48420400,1507.02834883
20112,San Baltazar Chichicápam,1807.89090005,0.48338854,0.01932228,0.48209076,0.01841872,0.48105319,0.01714840,873.91374121,933.97715884,871.56749216,2.34624905,1.87580008,869.69169209
20113,San Baltazar Loxicha,2089.25368999,0.54260158,0.01589942,0.53629014,0.01521935,0.54549311,0.01204342,1133.63235836,955.62133162,1120.44615091,13.18620745,0.00000000,1120.44615091
20114,San Baltazar Yatzachi el Bajo,503.86946932,0.35214977,0.02193613,0.38469354,0.02143733,0.41488119,0.01382381,177.43752020,326.43194912,177.43752020,0.00000000,0.00000000,177.43752020
20115,San Bartolo Coyotepec,6801.49285047,0.63299583,0.01169731,0.62876540,0.01040174,0.35630453,0.01033464,4305.31664360,2496.17620687,4276.54335297,28.77329063,1853.14064934,2423.40270363
20116,San Bartolomé Ayautla,2921.85275613,0.52098132,0.01599798,0.52126594,0.01530940,0.52608260,0.01197788,1522.23069166,1399.62206447,1522.23069166,0.00000000,0.00000000,1522.23069166
20117,San Bartolomé Loxicha,1665.05178326,0.52770597,0.01577690,0.52441837,0.01508074,0.48159630,0.01176016,878.65776371,786.39401954,873.18374265,5.47402107,71.30096430,801.88277835
20118,San Bartolomé Quialana,1813.51720326,0.43997981,0.01789526,0.44750569,0.01722775,0.48978731,0.01225796,797.91095061,1015.60625264,797.91095061,0.00000000,0.00000000,797.91095061
20119,San Bartolomé Yucuañe,310.97386988,0.43145643,0.01793698,0.44462882,0.01728454,0.47131666,0.01317884,134.17167457,176.80219531,134.17167457,0.00000000,0.00000000,134.17167457
20120,San Bartolomé Zoogocho,277.08877061,0.42789675,0.01883865,0.44206567,0.01823587,0.38298802,0.01379092,118.56538544,158.52338517,118.56538544,0.00000000,12.44370565,106.12167979
20121,San Bartolo Soyaltepec,474.85128924,0.41991762,0.01820153,0.43624485,0.01755821,0.46881287,0.01339596,199.39842420,275.45286504,199.39842420,0.00000000,0.00000000,199.39842420
20122,San Bartolo Yautepec,515.31154689,0.45257947,0.01714179,0.46252495,0.01647126,0.50379122,0.01341650,233.21942421,282.09212268,233.21942421,0.00000000,0.00000000,233.21942421
20123,San Bernardo Mixtepec,2068.00050187,0.51554050,0.01596015,0.51589959,0.01527056,0.47960124,0.01184190,1066.13801587,1001.86248600,1066.13801587,0.00000000,74.32241371,991.81560216
20124,San Blas Atempa,12580.97798026,0.63516857,0.01244360,0.62327032,0.01202710,0.50507046,0.01073391,7991.04175776,4589.93622250,7841.35015354,149.69160423,1487.06977004,6354.28038350
20125,San Carlos Yautepec,9201.66193197,0.55577763,0.01580626,0.55011366,0.01511325,0.48606747,0.01175185,5114.07785225,4087.58407972,5061.95994119,52.11791106,589.33137335,4472.62856784
20126,San Cristóbal Amatlán,3861.43992119,0.50210937,0.01626537,0.50624611,0.01558787,0.52108099,0.01189190,1938.86517536,1922.57474584,1938.86517536,0.00000000,0.00000000,1938.86517536
20127,San Cristóbal Amoltepec,927.16135029,0.48806126,0.01634352,0.49310408,0.01566045,0.48462936,0.01197454,452.51153827,474.64981202,452.51153827,0.00000000,3.18192958,449.32960869
20128,San Cristóbal Lachirioag,984.26008687,0.47889577,0.01671605,0.48144726,0.01603156,0.47118632,0.01374481,471.35799146,512.90209541,471.35799146,0.00000000,7.58810052,463.76989094
20129,San Cristóbal Suchixtlahuaca,289.36173261,0.48501636,0.01646379,0.48879794,0.01578139,0.43176338,0.01206348,140.34517395,149.01655865,140.34517395,0.00000000,15.40937536,124.93579860
20130,San Dionisio del Mar,3735.04758867,0.55501610,0.01994226,0.54524087,0.01950342,0.49147137,0.01832516,2073.01155781,1662.03603086,2036.50060201,36.51095579,200.83165473,1835.66894729
20131,San Dionisio Ocotepec,8301.59101753,0.53711255,0.01591636,0.52980348,0.01523778,0.50736315,0.01185347,4458.88872532,3842.70229221,4398.21177424,60.67695107,186.29040478,4211.92136946
20132,San Dionisio Ocotlán,980.75181680,0.52536829,0.01580641,0.52105101,0.01510841,0.35087202,0.01204862,515.25590346,465.49591334,511.02172201,4.23418145,166.90334848,344.11837353
20133,San Esteban Atatlahuca,2928.32308786,0.52054011,0.01602478,0.52119633,0.01533784,0.51560735,0.01198006,1524.30963288,1404.01345498,1524.30963288,0.00000000,14.44473604,1509.86489684
20134,San Felipe Jalapa de Díaz,18981.01492633,0.54730746,0.01571059,0.54238359,0.01501526,0.51605088,0.01194703,10388.45112416,8592.56380217,10294.99095312,93.46017104,499.82151796,9795.16943516
20135,San Felipe Tejalápam,5636.15136869,0.54300129,0.01570807,0.53690400,0.01501381,0.46224621,0.01178883,3060.43747987,2575.71388882,3026.07220209,34.36527778,420.78260657,2605.28959552
20136,San Felipe Usila,8246.02136227,0.52923079,0.01574049,0.52505677,0.01504224,0.49317430,0.01189080,4364.04841881,3881.97294345,4329.62930523,34.41911359,262.90350326,4066.72580196
20137,San Francisco Cahuacuá,2476.63028418,0.52365086,0.01592831,0.52299075,0.01523739,0.52496658,0.01192573,1296.88957879,1179.74070540,1295.25473136,1.63484742,0.00000000,1295.25473136
20138,San Francisco Cajonos,385.44997113,0.35131192,0.02038571,0.37695024,0.01975916,0.53307818,0.01928450,135.41316776,250.03680337,135.41316776,0.00000000,0.00000000,135.41316776
20139,San Francisco Chapulapa,1496.44704385,0.52886418,0.01611852,0.52924412,0.01544197,0.51917099,0.01187500,791.41724282,705.02980102,791.41724282,0.00000000,14.50535055,776.91189227
20140,San Francisco Chindúa,649.95396579,0.48617368,0.01671063,0.49362614,0.01605821,0.44917453,0.01183478,315.99050978,333.96345601,315.99050978,0.00000000,24.04774123,291.94276855
20141,San Francisco del Mar,5408.89481724,0.56549513,0.01945757,0.55470427,0.01895836,0.46138947,0.01776541,3058.70365239,2350.19116485,3000.33703014,58.36662226,504.72991723,2495.60711291
20142,San Francisco Huehuetlán,828.28495111,0.40285873,0.01898574,0.42294534,0.01837056,0.45777374,0.01360162,333.68182337,494.60312774,333.68182337,0.00000000,0.00000000,333.68182337
20143,San Francisco Ixhuatán,6716.95713172,0.54982820,0.01567807,0.53957935,0.01498099,0.45220119,0.01221116,3693.17247897,3023.78465275,3624.33137535,68.84110362,586.91534784,3037.41602750
20144,San Francisco Jaltepetongo,922.93152173,0.44897796,0.01760670,0.46071189,0.01696899,0.43525048,0.01290874,414.37591373,508.55560800,414.37591373,0.00000000,12.66952796,401.70638577
20145,San Francisco Lachigoló,3461.68569362,0.59449575,0.01567972,0.57803647,0.01499383,0.35034146,0.01216404,2057.95743295,1403.72826067,2000.98058716,56.97684579,788.20855102,1212.77203614
20146,San Francisco Logueche,1990.27913069,0.53656412,0.01585675,0.53300627,0.01516597,0.55335918,0.01210750,1067.91236963,922.36676106,1060.83125401,7.08111562,0.00000000,1060.83125401
20147,San Francisco Nuxaño,288.30466861,0.46613495,0.01722858,0.47717091,0.01659562,0.49987459,0.01238700,134.38888147,153.91578714,134.38888147,0.00000000,0.00000000,134.38888147
20148,San Francisco Ozolotepec,1349.30688688,0.50657856,0.01623000,0.50936176,0.01555749,0.51531063,0.01197218,683.52994104,665.77694584,683.52994104,0.00000000,0.00000000,683.52994104
20149,San Francisco Sola,1116.04540435,0.51231893,0.01611431,0.51449507,0.01543214,0.54738594,0.01212114,571.77118420,544.27422015,571.77118420,0.00000000,0.00000000,571.77118420
20150,San Francisco Telixtlahuaca,9289.13726857,0.57681567,0.01696715,0.56843063,0.01707715,0.42975578,0.01575365,5358.11989767,3931.01737089,5280.23014909,77.88974858,1288.16969350,3992.06045560
20151,San Francisco Teopan,287.66995862,0.48584914,0.01637912,0.49114963,0.01569660,0.51084144,0.01281832,139.76420142,147.90575721,139.76420142,0.00000000,0.00000000,139.76420142
20152,San Francisco Tlapancingo,1945.19466744,0.49294476,0.01640628,0.49782339,0.01573548,0.46315864,0.01166569,958.87351375,986.32115369,958.87351375,0.00000000,57.93980125,900.93371250
20153,San Gabriel Mixtepec,3666.20390272,0.55856924,0.01731386,0.55791210,0.01706473,0.50532063,0.01945381,2047.82872299,1618.37517973,2045.41951235,2.40921064,192.81104216,1852.60847019
20154,San Ildefonso Amatlán,1777.44629569,0.50703451,0.01609170,0.50925086,0.01540434,0.52399797,0.01194367,901.22661420,876.21968148,901.22661420,0.00000000,0.00000000,901.22661420
20155,San Ildefonso Sola,709.31837258,0.52629609,0.01590593,0.52527483,0.01521957,0.46363700,0.01164073,373.31148555,336.00688703,372.58708692,0.72439863,43.72084334,328.86624358
20156,San Ildefonso Villa Alta,2795.69671708,0.53091660,0.01573502,0.52676522,0.01503762,0.44728479,0.01184453,1484.28179643,1311.41492065,1472.67578264,11.60601379,222.20316339,1250.47261925
20157,San Jacinto Amilpas,12201.77654252,0.62688492,0.01641047,0.60511817,0.01715741,0.33632436,0.01654570,7649.10968539,4552.66685714,7383.51671604,265.59296935,3279.76203903,4103.75467701
20158,San Jacinto Tlacotepec,1673.96421917,0.56757165,0.01586457,0.55710863,0.01518648,0.55210369,0.01207603,950.09463817,723.86958100,932.57990676,17.51473142,8.37808061,924.20182615
20159,San Jerónimo Coatlán,3935.04072026,0.55207851,0.01588151,0.54711761,0.01519058,0.49636375,0.01200793,2172.45142114,1762.58929912,2152.93005651,19.52136463,199.71849891,1953.21155760
20160,San Jerónimo Silacayoapilla,957.43031395,0.51413296,0.01618930,0.51667501,0.01551280,0.51148728,0.01204953,492.24648415,465.18382980,492.24648415,0.00000000,2.53305644,489.71342771
20161,San Jerónimo Sosola,1772.57076297,0.46274348,0.01686365,0.47176131,0.01619059,0.50820424,0.01253537,820.24556477,952.32519820,820.24556477,0.00000000,0.00000000,820.24556477
20162,San Jerónimo Taviche,1272.84268859,0.51880563,0.01608663,0.52008341,0.01540150,0.56253819,0.01218857,660.35795927,612.48472932,660.35795927,0.00000000,0.00000000,660.35795927
20163,San Jerónimo Tecóatl,1128.98715133,0.48613288,0.01679784,0.49300532,0.01615355,0.50486372,0.01236838,548.83778045,580.14937088,548.83778045,0.00000000,0.00000000,548.83778045
20164,San Jorge Nuchita,2402.96388882,0.47604231,0.01655871,0.48283434,0.01587905,0.45834214,0.01210831,1143.91248797,1259.05140086,1143.91248797,0.00000000,42.53287379,1101.37961417
20165,San José Ayuquila,1074.32539570,0.47793572,0.01680626,0.48678094,0.01615204,0.51531375,0.01191421,513.45847866,560.86691704,513.45847866,0.00000000,0.00000000,513.45847866
20166,San José Chiltepec,8495.24405960,0.55625704,0.01559191,0.54594971,0.01489492,0.43738649,0.01158342,4725.53935591,3769.70470370,4637.97603052,87.56332539,922.27102614,3715.70500438
20167,San José del Peñasco,1567.81291087,0.54274130,0.01583742,0.53908495,0.01514501,0.51775526,0.01187658,850.91681059,716.89610028,845.18435009,5.73246049,33.44096963,811.74338046
20168,San José Estancia Grande,714.53278621,0.54305243,0.01565397,0.53790825,0.01495620,0.42938238,0.01158002,388.02876877,326.50401744,384.35308365,3.67568513,77.54529526,306.80778839
20169,San José Independencia,2565.99945233,0.51384972,0.01593863,0.51335878,0.01524636,0.48587952,0.01196038,1318.53809562,1247.46135671,1317.27835428,1.25974134,70.51178456,1246.76656972
20170,San José Lachiguiri,2814.05798447,0.49725561,0.01616139,0.49932300,0.01547155,0.52733168,0.01196849,1399.30612528,1414.75185919,1399.30612528,0.00000000,0.00000000,1399.30612528
20171,San José Tenango,12722.26260360,0.50976179,0.01609238,0.51167756,0.01540972,0.48930801,0.01180389,6485.32332769,6236.93927591,6485.32332769,0.00000000,260.21832012,6225.10500758
20172,San Juan Achiutla,351.58067905,0.46487769,0.01692516,0.47214063,0.01625158,0.45057963,0.01427834,163.44201536,188.13866368,163.44201536,0.00000000,5.02692392,158.41509145
20173,San Juan Atepec,1206.72170895,0.46682021,0.01682892,0.47455710,0.01615578,0.50020514,0.01270020,563.32208429,643.39962466,563.32208429,0.00000000,0.00000000,563.32208429
20174,Ánimas Trujano,3111.89043964,0.59651796,0.01786935,0.57505352,0.01819944,0.30235552,0.01191803,1856.29852902,1255.59191063,1789.50354701,66.79498201,848.60630047,940.89724654
20175,San Juan Bautista Atatlahuca,1416.66509050,0.53646488,0.01584473,0.53045330,0.01515969,0.47308068,0.01197226,759.99107341,656.67401709,751.47467243,8.51640098,81.27778463,670.19688779
20176,San Juan Bautista Coixtlahuaca,1960.26016659,0.46326012,0.01717363,0.47308286,0.01652769,0.48714049,0.01250113,908.11036824,1052.14979836,908.11036824,0.00000000,0.00000000,908.11036824
20177,San Juan Bautista Cuicatlán,7038.75348578,0.53711878,0.01570354,0.53076475,0.01500384,0.46680291,0.01235760,3780.64666591,3258.10681986,3735.92221658,44.72444933,450.21157952,3285.71063706
20178,San Juan Bautista Guelache,5292.67971391,0.57048615,0.01552447,0.55774593,0.01482620,0.33385892,0.01197961,3019.40047658,2273.27923733,2951.97058526,67.42989132,1184.96224452,1767.00834074
20179,San Juan Bautista Jayacatlán,1129.19924649,0.48833200,0.01643634,0.49422456,0.01576237,0.48255612,0.01233596,551.42412247,577.77512402,551.42412247,0.00000000,6.52211164,544.90201083
20180,San Juan Bautista Lo de Soto,1771.88428531,0.51693643,0.01600926,0.51662589,0.01532655,0.46287358,0.01211142,915.95154038,855.93274493,915.40128765,0.55025272,95.24286117,820.15842649
20181,San Juan Bautista Suchitepec,321.97750960,0.38782913,0.01912433,0.40760971,0.01846992,0.53385369,0.01464890,124.87225854,197.10525107,124.87225854,0.00000000,0.00000000,124.87225854
20182,San Juan Bautista Tlacoatzintepec,1599.46674961,0.53399509,0.01586242,0.52872013,0.01517308,0.43179161,0.01214729,854.10738785,745.35936177,845.67026709,8.43712076,155.03394999,690.63631710
20183,San Juan Bautista Tlachichilco,1008.71479334,0.51443245,0.01609166,0.51605336,0.01541170,0.50669327,0.01185499,518.91562502,489.79916832,518.91562502,0.00000000,7.80663224,511.10899278
20184,San Juan Bautista Tuxtepec,121065.00969428,0.56492126,0.01368970,0.55392053,0.01313538,0.33210683,0.00991806,68392.19788492,52672.81180936,67060.39466484,1331.80322008,26853.87794341,40206.51672144
20185,San Juan Cacahuatepec,6522.08452238,0.56257962,0.02029717,0.55353617,0.02040461,0.43712076,0.02082654,3669.19180432,2852.89271806,3610.20967608,58.98212824,759.27111910,2850.93855698
20186,San Juan Cieneguilla,454.57123222,0.45375515,0.01764629,0.46636941,0.01702752,0.45983613,0.01247363,206.26403975,248.30719247,206.26403975,0.00000000,0.00000000,206.26403975
20187,San Juan Coatzóspam,2132.38850653,0.57352161,0.01608032,0.56280277,0.01541143,0.42061877,0.01300435,1222.97089803,909.41760851,1200.11416357,22.85673446,303.19154005,896.92262352
20188,San Juan Colorado,6971.43689407,0.52519288,0.01585504,0.52377278,0.01516411,0.49418951,0.01179860,3661.34899434,3310.08789973,3651.44885919,9.90013515,206.23785894,3445.21100025
20189,San Juan Comaltepec,1781.08518324,0.54193327,0.01578034,0.53827585,0.01508716,0.54639495,0.01217953,965.22931238,815.85587086,958.71514174,6.51417064,0.00000000,958.71514174
20190,San Juan Cotzocón,16363.68642760,0.55133380,0.01557435,0.54335303,0.01487397,0.51060650,0.01440143,9021.85340192,7341.83302567,8891.25852801,130.59487391,535.85394086,8355.40458716
20191,San Juan Chicomezúchil,255.82567861,0.40662503,0.01939638,0.42893319,0.01883465,0.45496221,0.01297514,104.02512352,151.80055509,104.02512352,0.00000000,0.00000000,104.02512352
20192,San Juan Chilateca,1163.16767257,0.51946159,0.01624809,0.51293558,0.01555984,0.32196581,0.01235464,604.22092286,558.94674972,596.63008218,7.59084067,222.12986333,374.50021885
20193,San Juan del Estado,2018.85115236,0.52347248,0.01580256,0.52055186,0.01510568,0.41711088,0.01184193,1056.81301391,962.03813846,1050.91672259,5.89629131,208.83193934,842.08478325
20194,San Juan del Río,974.53819683,0.46149509,0.01801172,0.46285750,0.01737956,0.49510643,0.01370647,449.74459125,524.79360558,449.74459125,0.00000000,0.00000000,449.74459125
20195,San Juan Diuxi,911.94588784,0.41914538,0.01814231,0.43538913,0.01749275,0.46156675,0.01385286,382.23790150,529.70798634,382.23790150,0.00000000,0.00000000,382.23790150
20196,San Juan Evangelista Analco,296.13746879,0.42670077,0.01851522,0.44294486,0.01791000,0.50448969,0.01399408,126.36208668,169.77538211,126.36208668,0.00000000,0.00000000,126.36208668
20197,San Juan Guelavía,2310.41573017,0.50699782,0.01606509,0.50571620,0.01537263,0.47062547,0.01242955,1171.37572799,1139.04000219,1168.41467444,2.96105355,81.07417974,1087.34049470
20198,San Juan Guichicovi,21245.01769950,0.52443412,0.01864437,0.52057984,0.01882070,0.49187266,0.01902310,11141.61208265,10103.40561685,11059.72790287,81.88417978,609.88457923,10449.84332364
20199,San Juan Ihualtepec,489.81392431,0.38769693,0.01933045,0.41196457,0.01872305,0.49231245,0.01297302,189.89935695,299.91456735,189.89935695,0.00000000,0.00000000,189.89935695
20200,San Juan Juquila Mixes,2936.57761323,0.49928169,0.01620322,0.50205413,0.01552068,0.47634645,0.01183733,1466.17944336,1470.39816987,1466.17944336,0.00000000,67.35112167,1398.82832170
20201,San Juan Juquila Vijanos,1302.01341083,0.55426914,0.01576650,0.54582985,0.01508082,0.55230982,0.01209606,721.66585391,580.34755692,710.67778761,10.98806630,0.00000000,710.67778761
20202,San Juan Lachao,3335.32837377,0.51473670,0.01593570,0.51466159,0.01524383,0.52121522,0.01190815,1716.81592141,1618.51245236,1716.56540886,0.25051255,0.00000000,1716.56540886
20203,San Juan Lachigalla,2210.90702330,0.51534084,0.01597466,0.51581413,0.01528417,0.55437086,0.01208558,1139.37068284,1071.53634046,1139.37068284,0.00000000,0.00000000,1139.37068284
20204,San Juan Lajarcia,560.05548052,0.48812112,0.01687291,0.48720360,0.01621403,0.47019875,0.01293977,273.37490652,286.68057400,272.86104890,0.51385762,9.52366338,263.33738552
20205,San Juan Lalana,12605.30376619,0.53259938,0.01578077,0.52830783,0.01508738,0.49431011,0.01185180,6713.57701979,5891.72674639,6659.48070042,54.09631937,428.55160780,6230.92909262
20206,San Juan de los Cués,1681.22062177,0.50460341,0.01607540,0.50467914,0.01538332,0.48849317,0.01234522,848.34965324,832.87096853,848.34965324,0.00000000,27.08486641,821.26478683
20207,San Juan Mazatlán,12356.26268179,0.54442053,0.01577704,0.53984943,0.01508293,0.50960318,0.01183872,6727.00305440,5629.25962739,6670.52141533,56.48163907,373.73066810,6296.79074722
20208,San Juan Mixtepec,5922.84805280,0.52012789,0.01584577,0.51786273,0.01514986,0.42765356,0.01202522,3080.63844140,2842.20961140,3067.22228383,13.41615757,534.29521307,2532.92707076
20209,San Juan Mixtepec,471.25090219,0.37614250,0.01948252,0.39846198,0.01883331,0.54552708,0.01374805,177.25749017,293.99341202,177.25749017,0.00000000,0.00000000,177.25749017
20210,San Juan Ñumí,5292.01860307,0.55857536,0.01574865,0.55110261,0.01505574,0.49299756,0.01181097,2955.99118181,2336.02742126,2916.44527893,39.54590288,307.49304565,2608.95223328
20211,San Juan Ozolotepec,2245.37034743,0.53206927,0.01621410,0.53254408,0.01553969,0.51174703,0.01189941,1194.69255820,1050.67778922,1194.69255820,0.00000000,45.63095340,1149.06160480
20212,San Juan Petlapa,1884.28338446,0.51681057,0.01619288,0.51901702,0.01551911,0.54897068,0.01213413,973.81757400,910.46581047,973.81757400,0.00000000,0.00000000,973.81757400
20213,San Juan Quiahije,2299.88292464,0.53673924,0.01579156,0.53378876,0.01509843,0.54769059,0.01219321,1234.43741722,1065.44550742,1227.65164989,6.78576733,0.00000000,1227.65164989
20214,San Juan Quiotepec,1674.71549046,0.50454462,0.01605892,0.50592843,0.01536848,0.48237626,0.01242554,844.96869599,829.74679448,844.96869599,0.00000000,37.12569373,807.84300226
20215,San Juan Sayultepec,590.66251098,0.47501505,0.01682316,0.48163903,0.01616029,0.45425556,0.01207213,280.57357933,310.08893165,280.57357933,0.00000000,12.26184695,268.31173239
20216,San Juan Tabaá,1100.70580672,0.52850720,0.01574858,0.52502291,0.01505099,0.45177197,0.01181742,581.73093932,518.97486740,577.89577014,3.83516918,80.62773780,497.26803234
20217,San Juan Tamazola,2508.04497889,0.48910653,0.01891348,0.49579740,0.01917028,0.50437644,0.01597153,1226.70118767,1281.34379122,1226.70118767,0.00000000,0.00000000,1226.70118767
20218,San Juan Teita,481.22306449,0.44152179,0.01770112,0.45593688,0.01706746,0.48250214,0.01248368,212.47046856,268.75259592,212.47046856,0.00000000,0.00000000,212.47046856
20219,San Juan Teitipac,1931.80166173,0.46440315,0.01682800,0.47203814,0.01614991,0.50103464,0.01296442,897.13477295,1034.66688877,897.13477295,0.00000000,0.00000000,897.13477295
20220,San Juan Tepeuxila,1942.62445089,0.51487274,0.01595319,0.51494475,0.01526337,0.51730179,0.01256285,1000.20437349,942.42007740,1000.20437349,0.00000000,0.00000000,1000.20437349
20221,San Juan Teposcolula,957.95602593,0.48486292,0.01656871,0.49098710,0.01590243,0.46176218,0.01204185,464.47735465,493.47867128,464.47735465,0.00000000,22.12948992,442.34786473
20222,San Juan Yaeé,1124.90446493,0.51457922,0.01594159,0.51243162,0.01524811,0.50959196,0.01242444,578.85246407,546.05200086,576.43662118,2.41584289,3.19434872,573.24227246
20223,San Juan Yatzona,289.77336493,0.43281268,0.01774053,0.44573228,0.01707882,0.53814990,0.01261788,125.41758715,164.35577778,125.41758715,0.00000000,0.00000000,125.41758715
20224,San Juan Yucuita,530.77508308,0.44529825,0.01755082,0.45519591,0.01688648,0.43735420,0.01286630,236.35321766,294.42186542,236.35321766,0.00000000,4.21650571,232.13671195
20225,San Lorenzo,4319.99545720,0.54082170,0.01951112,0.53565619,0.01876398,0.50870440,0.01764329,2336.34727689,1983.64818031,2314.03228843,22.31498846,116.43159226,2197.60069616
20226,San Lorenzo Albarradas,2059.88309432,0.50740494,0.01600990,0.50773928,0.01531748,0.50898007,0.01212913,1045.19484822,1014.68824610,1045.19484822,0.00000000,0.00000000,1045.19484822
20227,San Lorenzo Cacaotepec,11212.57880499,0.61599602,0.01680461,0.59694966,0.01714069,0.35521485,0.01646461,6906.90391359,4305.67489140,6693.34509832,213.55881528,2710.47057427,3982.87452405
20228,San Lorenzo Cuaunecuiltitla,526.96226228,0.50929287,0.01691754,0.51549611,0.01628915,0.52499529,0.01196062,268.37812464,258.58413764,268.37812464,0.00000000,0.00000000,268.37812464
20229,San Lorenzo Texmelúcan,4825.30572423,0.50560557,0.01626004,0.50909083,0.01558753,0.51114580,0.01193885,2439.70143865,2385.60428558,2439.70143865,0.00000000,0.00000000,2439.70143865
20230,San Lorenzo Victoria,770.75934455,0.47426410,0.01714096,0.48484651,0.01651010,0.48442005,0.01238346,365.54348302,405.21586153,365.54348302,0.00000000,0.00000000,365.54348302
20231,San Lucas Camotlán,2348.81857074,0.55658667,0.01588119,0.55140912,0.01519127,0.50818906,0.01195917,1307.32111349,1041.49745725,1295.15999115,12.16112234,101.51609071,1193.64390044
20232,San Lucas Ojitlán,15906.33963965,0.55896132,0.01563201,0.55159531,0.01493359,0.49606032,0.01180145,8891.02855482,7015.31108483,8773.86238100,117.16617382,883.35851667,7890.50386433
20233,San Lucas Quiaviní,1319.32690573,0.43670960,0.01808767,0.44427641,0.01742915,0.49521403,0.01298747,576.16272334,743.16418239,576.16272334,0.00000000,0.00000000,576.16272334
20234,San Lucas Zoquiápam,5231.32498484,0.50507146,0.01620496,0.50843064,0.01552622,0.50447641,0.01184549,2642.19292187,2589.13206297,2642.19292187,0.00000000,3.11286141,2639.08006046
